start_i,center_i,ms,goertzel_x1000
2448,2512.0,157.0,469.2905746153747
2452,2516.0,157.25,455.0199863147909
2456,2520.0,157.5,904.0367037122579
2460,2524.0,157.75,623.3043904787896
2464,2528.0,158.0,383.87049695699454
2468,2532.0,158.25,558.5163047230349
2472,2536.0,158.5,493.00261298157403
2476,2540.0,158.75,770.7040719767353
2480,2544.0,159.0,497.1040037033344
2484,2548.0,159.25,391.6211072809998
2488,2552.0,159.5,587.6832650929726
2492,2556.0,159.75,366.7148582754144
2496,2560.0,160.0,776.0173656783642
2500,2564.0,160.25,357.1153215217524
2504,2568.0,160.5,426.8810095933467
2508,2572.0,160.75,594.7773635338524
2512,2576.0,161.0,344.27830210154355
2516,2580.0,161.25,940.6366369454478
2520,2584.0,161.5,381.4681656356141
2524,2588.0,161.75,271.330316722754
2528,2592.0,162.0,742.2582242901173
2532,2596.0,162.25,435.02695792289285
2536,2600.0,162.5,900.1372031765542
2540,2604.0,162.75,180.11134050219013
2544,2608.0,163.0,219.8108898427986
2548,2612.0,163.25,746.6652774368248
2552,2616.0,163.5,414.5190604273611
2556,2620.0,163.75,778.6055579966066
2560,2624.0,164.0,161.48959912041576
2564,2628.0,164.25,621.1559047724078
2568,2632.0,164.5,229.0952190324586
2572,2636.0,164.75,811.1623159470657
2576,2640.0,165.0,187.58878000735052
2580,2644.0,165.25,256.0745868370815
2584,2648.0,165.5,743.2463157341649
2588,2652.0,165.75,206.71513078940623
2592,2656.0,166.0,521.4800052149044
2596,2660.0,166.25,102.76988598814876
2600,2664.0,166.5,305.99776742848877
2604,2668.0,166.75,707.0638696910685
2608,2672.0,167.0,118.09155368857277
2612,2676.0,167.25,582.3353735155677
2616,2680.0,167.5,96.3089546903784
2620,2684.0,167.75,192.36336128879032
2624,2688.0,168.0,725.7516783684537
2628,2692.0,168.25,157.17880093366787
2632,2696.0,168.5,629.5697960779313
2636,2700.0,168.75,128.49414892292387
2640,2704.0,169.0,178.40726516272582
2644,2708.0,169.25,760.3450250023236
2648,2712.0,169.5,216.2447806427181
2652,2716.0,169.75,558.2027744208754
2656,2720.0,170.0,150.63873652089003
2660,2724.0,170.25,183.78066910358618
2664,2728.0,170.5,587.4912477808307
2668,2732.0,170.75,174.6196296590049
2672,2736.0,171.0,606.5307085392319
2676,2740.0,171.25,155.38709006180068
2680,2744.0,171.5,119.05526605392836
2684,2748.0,171.75,591.338979749466
2688,2752.0,172.0,132.4667375311603
2692,2756.0,172.25,911.7083833527088
2696,2760.0,172.5,716.8337499484751
2700,2764.0,172.75,835.4350470723836
2704,2768.0,173.0,432.336234589639
2708,2772.0,173.25,296.2555124240172
2712,2776.0,173.5,962.4732218808786
2716,2780.0,173.75,761.103251712502
2720,2784.0,174.0,788.451563326099
2724,2788.0,174.25,368.41201201828295
2728,2792.0,174.5,284.82149006322595
2732,2796.0,174.75,974.2415628378718
2736,2800.0,175.0,825.2203909447488
2740,2804.0,175.25,868.5660358184793
2744,2808.0,175.5,441.3756487443586
2748,2812.0,175.75,344.7932460065358
2752,2816.0,176.0,1110.1813314288427
2756,2820.0,176.25,926.9343394195083
2760,2824.0,176.5,989.1259040865449
2764,2828.0,176.75,528.7032042007455
2768,2832.0,177.0,397.08244568426625
2772,2836.0,177.25,1132.0102653660247
2776,2840.0,177.5,992.9467908169757
2780,2844.0,177.75,1021.4644142144848
2784,2848.0,178.0,471.5382963262319
2788,2852.0,178.25,371.7080945374247
2792,2856.0,178.5,1093.7830813550438
2796,2860.0,178.75,964.8556616558477
2800,2864.0,179.0,1037.1703677964856
2804,2868.0,179.25,515.7685592019818
2808,2872.0,179.5,283.3085048352623
2812,2876.0,179.75,1032.6274355754624
2816,2880.0,180.0,931.3056049309437
2820,2884.0,180.25,386.98354219146853
2824,2888.0,180.5,131.72560822292508
2828,2892.0,180.75,841.9621014092328
2832,2896.0,181.0,250.19662829546112
2836,2900.0,181.25,1017.7192858657098
2840,2904.0,181.5,604.1750202166829
2844,2908.0,181.75,341.51664707591647
2848,2912.0,182.0,775.4196762677808
2852,2916.0,182.25,358.3470925578923
2856,2920.0,182.5,1229.0176206219078
2860,2924.0,182.75,636.0971953798193
2864,2928.0,183.0,396.6469768291441
2868,2932.0,183.25,763.2656435389586
2872,2936.0,183.5,426.02833645679607
2876,2940.0,183.75,1279.9021413819814
2880,2944.0,184.0,751.3778550890145
2884,2948.0,184.25,516.9244476196217
2888,2952.0,184.5,816.9290421134684
2892,2956.0,184.75,464.39974410154275
2896,2960.0,185.0,1180.6105988420181
2900,2964.0,185.25,737.4276943158603
2904,2968.0,185.5,700.0997805742277
2908,2972.0,185.75,927.145426429993
2912,2976.0,186.0,527.7786312788724
2916,2980.0,186.25,1053.6520327831981
2920,2984.0,186.5,732.3444066265782
2924,2988.0,186.75,932.4374260200004
2928,2992.0,187.0,1024.348852705393
2932,2996.0,187.25,633.2750460447955
2936,3000.0,187.5,1198.0313834327446
2940,3004.0,187.75,908.4531893277928
2944,3008.0,188.0,934.688848276283
2948,3012.0,188.25,942.1436703421666
2952,3016.0,188.5,1252.6021284769874
2956,3020.0,188.75,1521.8445315574122
2960,3024.0,189.0,812.9714950284306
2964,3028.0,189.25,965.1518378139635
2968,3032.0,189.5,1180.658819844184
2972,3036.0,189.75,1447.9712918881617
2976,3040.0,190.0,1542.5470004508284
2980,3044.0,190.25,724.6735030745931
2984,3048.0,190.5,1051.981146422211
2988,3052.0,190.75,1202.8163105147885
2992,3056.0,191.0,1502.404071481653
2996,3060.0,191.25,1447.2165012802313
3000,3064.0,191.5,709.1177995249911
3004,3068.0,191.75,1190.9520131166503
3008,3072.0,192.0,1174.5949465418303
3012,3076.0,192.25,1532.8043790843813
3016,3080.0,192.5,1505.649449335444
3020,3084.0,192.75,825.7659190664783
3024,3088.0,193.0,1058.9035723734748
3028,3092.0,193.25,1104.5669299347783
3032,3096.0,193.5,1517.0712956338464
3036,3100.0,193.75,1516.2559089270633
3040,3104.0,194.0,902.9463601977066
3044,3108.0,194.25,824.9658641369817
3048,3112.0,194.5,1143.9277732115063
3052,3116.0,194.75,1571.9539098976602
3056,3120.0,195.0,1541.196544676525
3060,3124.0,195.25,902.5458845791326
3064,3128.0,195.5,858.197353545301
3068,3132.0,195.75,1196.1294199346626
3072,3136.0,196.0,1594.0294333750103
3076,3140.0,196.25,1160.3415594800788
3080,3144.0,196.5,1279.1724303237204
3084,3148.0,196.75,1190.7337360444005
3088,3152.0,197.0,1187.1196964459743
3092,3156.0,197.25,1550.9777464324598
3096,3160.0,197.5,1047.4465766613537
3100,3164.0,197.75,1193.2893298585184
3104,3168.0,198.0,1063.1182418638134
3108,3172.0,198.25,946.5210983421882
3112,3176.0,198.5,1463.3011170458644
3116,3180.0,198.75,1034.3377786398846
3120,3184.0,199.0,1096.860745873774
3124,3188.0,199.25,853.4503795721523
3128,3192.0,199.5,892.7544895154272
3132,3196.0,199.75,1433.5053331671068
3136,3200.0,200.0,845.2027250621037
3140,3204.0,200.25,995.1363944010991
3144,3208.0,200.5,786.6542871278323
3148,3212.0,200.75,814.7147028186785
3152,3216.0,201.0,1255.8280081959954
3156,3220.0,201.25,785.6931899512568
3160,3224.0,201.5,888.639008685817
3164,3228.0,201.75,629.3671390599089
3168,3232.0,202.0,690.5577675869085
3172,3236.0,202.25,1047.4640230756345
3176,3240.0,202.5,769.2362274646988
3180,3244.0,202.75,829.3080584771396
3184,3248.0,203.0,659.0374483922093
3188,3252.0,203.25,507.8951015240594
3192,3256.0,203.5,1027.028870841467
3196,3260.0,203.75,733.0214783605427
3200,3264.0,204.0,679.8623382348877
3204,3268.0,204.25,341.8270274538824
3208,3272.0,204.5,570.9571732967486
3212,3276.0,204.75,1033.1561387073673
3216,3280.0,205.0,851.1088672101575
3220,3284.0,205.25,563.2364447631769
3224,3288.0,205.5,443.5686146089419
3228,3292.0,205.75,575.2603690518255
3232,3296.0,206.0,908.046178748163
3236,3300.0,206.25,604.5349038666725
3240,3304.0,206.5,401.0639307817729
3244,3308.0,206.75,426.8391759746757
3248,3312.0,207.0,665.2079632072673
3252,3316.0,207.25,898.4281721889225
3256,3320.0,207.5,490.9042261949398
3260,3324.0,207.75,168.13824541220137
3264,3328.0,208.0,602.9515490722481
3268,3332.0,208.25,791.3561435694131
3272,3336.0,208.5,858.0798807314906
3276,3340.0,208.75,407.8315250828625
3280,3344.0,209.0,13.907836414249427
3284,3348.0,209.25,616.3660830807635
3288,3352.0,209.5,733.9393281019026
3292,3356.0,209.75,899.2637171670918
3296,3360.0,210.0,446.19282552072525
3300,3364.0,210.25,139.58215698432687
3304,3368.0,210.5,510.05244156365495
3308,3372.0,210.75,676.4000912464546
3312,3376.0,211.0,755.4985874028214
3316,3380.0,211.25,493.20612119677355
3320,3384.0,211.5,335.2363145282907
3324,3388.0,211.75,419.4947490828339
3328,3392.0,212.0,723.6132628928274
3332,3396.0,212.25,1091.7120745815569
3336,3400.0,212.5,993.1862033109015
3340,3404.0,212.75,1417.7257255627617
3344,3408.0,213.0,924.4780535243291
3348,3412.0,213.25,887.9140165518778
3352,3416.0,213.5,1032.4871610970065
3356,3420.0,213.75,953.471527419243
3360,3424.0,214.0,1417.5131476420063
3364,3428.0,214.25,957.5761426768385
3368,3432.0,214.5,969.266738587186
3372,3436.0,214.75,1188.4006542614857
3376,3440.0,215.0,1102.8199976025955
3380,3444.0,215.25,1401.0453108071033
3384,3448.0,215.5,960.0433846677367
3388,3452.0,215.75,986.2051746100526
3392,3456.0,216.0,1208.0380346887318
3396,3460.0,216.25,1140.1428919978493
3400,3464.0,216.5,1405.0794347148876
3404,3468.0,216.75,928.7405821898766
3408,3472.0,217.0,989.7771950915909
3412,3476.0,217.25,1222.6362377501125
3416,3480.0,217.5,1113.0923122467627
3420,3484.0,217.75,1533.6678251339326
3424,3488.0,218.0,1077.7751769423048
3428,3492.0,218.25,1052.4677847482565
3432,3496.0,218.5,1070.4658415406209
3436,3500.0,218.75,1052.5926144974442
3440,3504.0,219.0,1536.3739390129929
3444,3508.0,219.25,1168.7322526550647
3448,3512.0,219.5,1170.7218743950386
3452,3516.0,219.75,1124.4398027104144
3456,3520.0,220.0,964.5235593988505
3460,3524.0,220.25,1037.4691520899692
3464,3528.0,220.5,780.40375686897
3468,3532.0,220.75,935.6971324618288
3472,3536.0,221.0,844.3989517486449
3476,3540.0,221.25,1030.9982508019891
3480,3544.0,221.5,907.5542310834602
3484,3548.0,221.75,625.3086187407368
3488,3552.0,222.0,874.6348290081543
3492,3556.0,222.25,835.3593993330646
3496,3560.0,222.5,1070.4998985398345
3500,3564.0,222.75,955.3353260437424
3504,3568.0,223.0,523.9703648491233
3508,3572.0,223.25,840.5326701511005
3512,3576.0,223.5,868.8338207915305
3516,3580.0,223.75,939.2737739732712
3520,3584.0,224.0,805.9643488235646
3524,3588.0,224.25,404.69640036505785
3528,3592.0,224.5,783.0256317798478
3532,3596.0,224.75,822.3845521088106
3536,3600.0,225.0,968.0652100402698
3540,3604.0,225.25,782.5594771005022
3544,3608.0,225.5,371.2858365411781
3548,3612.0,225.75,819.3627199008039
3552,3616.0,226.0,918.4273927229249
3556,3620.0,226.25,1099.2462064959225
3560,3624.0,226.5,725.684801190986
3564,3628.0,226.75,375.4290848032106
3568,3632.0,227.0,870.189532272953
3572,3636.0,227.25,914.6394146774483
3576,3640.0,227.5,1007.8454139188502
3580,3644.0,227.75,750.7800465843287
3584,3648.0,228.0,322.84528861932824
3588,3652.0,228.25,381.0049948001345
3592,3656.0,228.5,633.0766218447854
3596,3660.0,228.75,815.6958507212037
3600,3664.0,229.0,348.30491555577566
3604,3668.0,229.25,239.75206233316834
3608,3672.0,229.5,302.3947285912056
3612,3676.0,229.75,476.5068091987804
3616,3680.0,230.0,673.5827232455002
3620,3684.0,230.25,242.07628679416212
3624,3688.0,230.5,251.46510347375045
3628,3692.0,230.75,350.9961122110493
3632,3696.0,231.0,326.8211094720024
3636,3700.0,231.25,539.9931165305195
3640,3704.0,231.5,151.29299083402293
3644,3708.0,231.75,200.14570952473204
3648,3712.0,232.0,254.69435007382285
3652,3716.0,232.25,274.46220940385194
3656,3720.0,232.5,523.2560653811558
3660,3724.0,232.75,153.63367897539226
3664,3728.0,233.0,197.96958247277732
3668,3732.0,233.25,272.81318418906267
3672,3736.0,233.5,278.9050215277812
3676,3740.0,233.75,423.93691511828627
3680,3744.0,234.0,140.51365325224822
3684,3748.0,234.25,269.1376151391876
3688,3752.0,234.5,288.94330488366955
3692,3756.0,234.75,246.2437793122777
3696,3760.0,235.0,431.7881632985588
3700,3764.0,235.25,179.65788307184494
3704,3768.0,235.5,265.7888562005987
3708,3772.0,235.75,247.26010647911787
3712,3776.0,236.0,194.64469060733637
3716,3780.0,236.25,99.84621019418562
3720,3784.0,236.5,45.78496985844063
3724,3788.0,236.75,213.51161543399294
3728,3792.0,237.0,193.82379242817856
3732,3796.0,237.25,163.99803285070823
3736,3800.0,237.5,41.21151869635894
3740,3804.0,237.75,196.74062092187722
3744,3808.0,238.0,246.41517752207062
3748,3812.0,238.25,290.8124885919814
3752,3816.0,238.5,213.72215807819748
3756,3820.0,238.75,132.52381010671158
3760,3824.0,239.0,183.0733864246061
3764,3828.0,239.25,189.80560816485865
3768,3832.0,239.5,443.0388274662611
3772,3836.0,239.75,341.691853130036
3776,3840.0,240.0,174.3743729600864
3780,3844.0,240.25,204.13157446837616
3784,3848.0,240.5,241.8921524903806
3788,3852.0,240.75,386.78516006586
3792,3856.0,241.0,258.7130206471168
3796,3860.0,241.25,105.54877966238769
3800,3864.0,241.5,222.89306186206414
3804,3868.0,241.75,381.5656886730303
3808,3872.0,242.0,365.74986435127744
3812,3876.0,242.25,177.2619567330433
3816,3880.0,242.5,50.376229924058876
3820,3884.0,242.75,281.4194969641178
3824,3888.0,243.0,436.3021234424818
3828,3892.0,243.25,386.2467896330841
3832,3896.0,243.5,161.3013650301818
3836,3900.0,243.75,37.73135204577881
3840,3904.0,244.0,409.51108753719757
3844,3908.0,244.25,696.7403243802942
3848,3912.0,244.5,384.2805927101682
3852,3916.0,244.75,195.5322437518223
3856,3920.0,245.0,416.51578243842414
3860,3924.0,245.25,546.0072042369608
3864,3928.0,245.5,732.1919503001188
3868,3932.0,245.75,388.4838313521699
3872,3936.0,246.0,198.8648490310187
3876,3940.0,246.25,540.4304297619656
3880,3944.0,246.5,688.1599180153441
3884,3948.0,246.75,722.9633562399182
3888,3952.0,247.0,276.0867923860183
3892,3956.0,247.25,175.96126048239486
3896,3960.0,247.5,673.144483953631
3900,3964.0,247.75,707.6639828684663
3904,3968.0,248.0,748.2813736629129
3908,3972.0,248.25,255.2410520988785
3912,3976.0,248.5,284.4199155803101
3916,3980.0,248.75,629.3952281248406
3920,3984.0,249.0,580.4537552682353
3924,3988.0,249.25,661.3523194908992
3928,3992.0,249.5,296.89289858530407
3932,3996.0,249.75,195.5823228067106
3936,4000.0,250.0,554.1319298557991
3940,4004.0,250.24999999999997,685.3133859344371
3944,4008.0,250.5,678.0689198337024
3948,4012.0,250.74999999999997,289.86671477437574
3952,4016.0,251.0,307.59304639804793
3956,4020.0,251.24999999999997,565.3137142482356
3960,4024.0,251.5,563.9454516082068
3964,4028.0,251.74999999999997,648.7461770032929
3968,4032.0,252.0,283.3570671691686
3972,4036.0,252.24999999999997,322.325224783478
3976,4040.0,252.5,499.48707644215153
3980,4044.0,252.74999999999997,685.6872878330811
3984,4048.0,253.0,671.313058987749
3988,4052.0,253.24999999999997,371.0925339018741
3992,4056.0,253.5,334.68285506560676
3996,4060.0,253.74999999999997,553.2616312730484
4000,4064.0,254.0,620.1201144603945
4004,4068.0,254.24999999999997,662.3259748214631
4008,4072.0,254.5,490.53947240846384
4012,4076.0,254.74999999999997,390.75455705967767
4016,4080.0,255.0,430.9743168190195
4020,4084.0,255.24999999999997,626.2708541317263
4024,4088.0,255.5,656.1149542140763
4028,4092.0,255.74999999999997,442.248811201919
4032,4096.0,256.0,377.99186507317825
4036,4100.0,256.25,405.85374084681354
4040,4104.0,256.5,589.7870792795545
4044,4108.0,256.75,673.530567239383
4048,4112.0,257.0,475.16287092295966
4052,4116.0,257.25,398.43651068809044
4056,4120.0,257.5,494.0532200556465
4060,4124.0,257.75,531.1589586357647
4064,4128.0,258.0,559.2428145808266
4068,4132.0,258.25,561.5786364843948
4072,4136.0,258.5,492.51137929939705
4076,4140.0,258.75,335.7253210198471
4080,4144.0,259.0,568.707032466818
4084,4148.0,259.25,725.3425782301966
4088,4152.0,259.5,576.4941244239888
4092,4156.0,259.75,495.97148780111235
4096,4160.0,260.0,538.4154129035325
4100,4164.0,260.25,670.2918741078838
4104,4168.0,260.5,685.020146961206
4108,4172.0,260.75,667.0906740342122
4112,4176.0,261.0,538.4790036327311
4116,4180.0,261.25,689.2150322889468
4120,4184.0,261.5,760.5302473226183
4124,4188.0,261.75,630.0155257549648
4128,4192.0,262.0,671.2232464710191
4132,4196.0,262.25,714.7773634094108
4136,4200.0,262.5,770.148989122365
4140,4204.0,262.75,768.1153828530244
4144,4208.0,263.0,631.310547545599
4148,4212.0,263.25,705.6900226587761
4152,4216.0,263.5,631.6852979334499
4156,4220.0,263.75,808.7597402889897
4160,4224.0,264.0,793.050117850939
4164,4228.0,264.25,675.7057288132593
4168,4232.0,264.5,711.996069182679
4172,4236.0,264.75,710.8091416745907
4176,4240.0,265.0,891.2323813868794
4180,4244.0,265.25,915.2178690047132
4184,4248.0,265.5,771.5886308401301
4188,4252.0,265.75,731.5367511114488
4192,4256.0,266.0,706.2755509441605
4196,4260.0,266.25,961.2668540028573
4200,4264.0,266.5,994.9778491065875
4204,4268.0,266.75,740.6331635053353
4208,4272.0,267.0,657.0399648053424
4212,4276.0,267.25,833.7881479558179
4216,4280.0,267.5,1075.1499982137846
4220,4284.0,267.75,932.1893612184766
4224,4288.0,268.0,788.8815463242106
4228,4292.0,268.25,629.390383818691
4232,4296.0,268.5,631.6004439642286
4236,4300.0,268.75,705.4229158756411
4240,4304.0,269.0,701.9756477048342
4244,4308.0,269.25,773.8288666339313
4248,4312.0,269.5,777.9113736702578
4252,4316.0,269.75,690.1807979483447
4256,4320.0,270.0,744.6390344623424
4260,4324.0,270.25,754.7841813078835
4264,4328.0,270.5,841.4725262382161
4268,4332.0,270.75,674.6726401427611
4272,4336.0,271.0,600.4739095037506
4276,4340.0,271.25,638.1312828269888
4280,4344.0,271.5,677.1472728764742
4284,4348.0,271.75,800.1656223256873
4288,4352.0,272.0,665.6394750151458
4292,4356.0,272.25,635.2046219772157
4296,4360.0,272.5,619.9189687877437
4300,4364.0,272.75,712.0271279521628
4304,4368.0,273.0,739.0499247938244
4308,4372.0,273.25,672.0496349832692
4312,4376.0,273.5,617.3481909466597
4316,4380.0,273.75,551.3592443756319
4320,4384.0,274.0,649.3262624726573
4324,4388.0,274.25,749.9561108754796
4328,4392.0,274.5,794.1312634584277
4332,4396.0,274.75,717.2249893640518
4336,4400.0,275.0,406.44176863069606
4340,4404.0,275.25,531.8906032984818
4344,4408.0,275.5,791.5432840651761
4348,4412.0,275.75,736.1775567260362
4352,4416.0,276.0,651.6902875795741
4356,4420.0,276.25,337.53432186062383
4360,4424.0,276.5,172.1551419889993
4364,4428.0,276.75,353.2302496717007
4368,4432.0,277.0,500.3889994441293
4372,4436.0,277.25,581.6161666924443
4376,4440.0,277.5,307.4160104714549
4380,4444.0,277.75,174.9957181789604
4384,4448.0,278.0,330.1563168226599
4388,4452.0,278.25,387.5062917780229
4392,4456.0,278.5,575.1035276604744
4396,4460.0,278.75,237.74154355403425
4400,4464.0,279.0,133.95459938563735
4404,4468.0,279.25,194.09835865208805
4408,4472.0,279.5,297.17691249461035
4412,4476.0,279.75,374.13685363546983
4416,4480.0,280.0,254.85516254191631
4420,4484.0,280.25,247.98284412124175
4424,4488.0,280.5,66.24958964270795
4428,4492.0,280.75,186.1547110429986
4432,4496.0,281.0,311.22374541931947
4436,4500.0,281.25,198.1442726092139
4440,4504.0,281.5,276.95364465881414
4444,4508.0,281.75,125.82805111388068
4448,4512.0,282.0,173.1322134628669
4452,4516.0,282.25,304.0993529912915
4456,4520.0,282.5,364.1757335933319
4460,4524.0,282.75,377.066935176528
4464,4528.0,283.0,181.5560532212421
4468,4532.0,283.25,187.66714811512432
4472,4536.0,283.5,234.38716215549425
4476,4540.0,283.75,212.2339119764353
4480,4544.0,284.0,311.23941967445626
4484,4548.0,284.25,261.0883323049079
4488,4552.0,284.5,325.20583185260324
4492,4556.0,284.75,383.5931632570298
4496,4560.0,285.0,324.15630581823507
4500,4564.0,285.25,299.19931729389066
4504,4568.0,285.5,308.1702918670139
4508,4572.0,285.75,345.8594686295385
4512,4576.0,286.0,313.66066134678795
4516,4580.0,286.25,226.21072404509704
4520,4584.0,286.5,212.24174501787107
4524,4588.0,286.75,301.7870082676859
4528,4592.0,287.0,386.5637839845677
4532,4596.0,287.25,355.7057185136562
4536,4600.0,287.5,209.26255584585178
4540,4604.0,287.75,88.52427883227628
4544,4608.0,288.0,271.09125882956624
4548,4612.0,288.25,288.9433878903839
4552,4616.0,288.5,293.22065870399405
4556,4620.0,288.75,157.31815830681774
4560,4624.0,289.0,44.750672013561264
4564,4628.0,289.25,210.16323858840119
4568,4632.0,289.5,253.39506068079254
4572,4636.0,289.75,357.32551765950114
4576,4640.0,290.0,261.06268394286803
4580,4644.0,290.25,139.09459871718127
4584,4648.0,290.5,174.80555561446366
4588,4652.0,290.75,232.5318454599113
4592,4656.0,291.0,413.6208805285193
4596,4660.0,291.25,338.751135605774
4600,4664.0,291.5,179.87504783443353
4604,4668.0,291.75,165.3997718078888
4608,4672.0,292.0,337.33064301818877
4612,4676.0,292.25,440.5517756104916
4616,4680.0,292.5,477.15563092538144
4620,4684.0,292.75,346.46692266914465
4624,4688.0,293.0,197.64993335335484
4628,4692.0,293.25,367.1321884545889
4632,4696.0,293.5,451.9144116927539
4636,4700.0,293.75,549.0723522873083
4640,4704.0,294.0,388.3109953291241
4644,4708.0,294.25,137.8927292878226
4648,4712.0,294.5,429.9584047521157
4652,4716.0,294.75,543.6168982279314
4656,4720.0,295.0,560.2033656930481
4660,4724.0,295.25,439.8835872021022
4664,4728.0,295.5,83.4902529474285
4668,4732.0,295.75,448.3799933269198
4672,4736.0,296.0,630.4685420451565
4676,4740.0,296.25,625.6708803533422
4680,4744.0,296.5,456.10927978199265
4684,4748.0,296.75,155.069568216375
4688,4752.0,297.0,410.30932986145024
4692,4756.0,297.25,612.6987236130394
4696,4760.0,297.5,583.4970084805688
4700,4764.0,297.75,477.81652440192994
4704,4768.0,298.0,177.63124148424077
4708,4772.0,298.25,382.63501586289203
4712,4776.0,298.5,586.4449457252977
4716,4780.0,298.75,533.5961152188233
4720,4784.0,299.0,495.2167681731684
4724,4788.0,299.25,249.21019512959526
4728,4792.0,299.5,390.5158190354497
4732,4796.0,299.75,590.3988856543989
4736,4800.0,300.0,633.7671648501075
4740,4804.0,300.25,359.06783225460924
4744,4808.0,300.5,113.14889173064408
4748,4812.0,300.75,462.6832332835863
4752,4816.0,301.0,689.5950153826639
4756,4820.0,301.25,649.2400658218432
4760,4824.0,301.5,229.6606047413016
4764,4828.0,301.75,136.43793229324925
4768,4832.0,302.0,478.54722431438597
4772,4836.0,302.25,548.3275837971479
4776,4840.0,302.5,544.941059511249
4780,4844.0,302.75,250.35592994216876
4784,4848.0,303.0,132.51731619029093
4788,4852.0,303.25,448.972130170858
4792,4856.0,303.5,491.1446823260149
4796,4860.0,303.75,474.70845150486485
4800,4864.0,304.0,199.30369684388057
